Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[32L, 72L, 94L, 267L, 296L, 303L]",0.74,MLR,0.39,0.22,-1.77,-1.87
"[2L, 102L, 172L, 186L, 260L, 310L, 373L]",0.56,MLR,0.34,-0.4,0.26,0.52
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[34L, 157L, 304L, 382L]",0.56,MLR,0.16,-0.17,-0.15,-0.24
"[31L, 90L, 147L, 216L, 340L]",0.79,MLR,0.14,-0.1,-1.54,-1.47
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[22L, 125L, 128L, 184L, 204L, 348L]",0.68,MLR,0.1,-0.49,-0.27,0.04
"[2L, 52L, 85L, 120L, 180L, 247L, 379L]",0.54,MLR,0.33,-0.12,-0.12,0.02
"[22L, 135L, 243L]",0.49,MLR,0.04,-0.08,0.07,-0.15
"[117L, 119L, 137L, 162L, 183L, 188L, 373L, 380L]",0.75,MLR,0.23,-0.24,-1.08,-1.01
"[97L, 189L, 238L, 374L]",0.55,MLR,0.01,-0.26,0.04,0.01
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L]",0.28,MLR,0.66,0.43,0.42,0.66
"[40L, 41L, 111L, 124L, 148L, 249L, 314L, 364L, 380L]",0.64,MLR,0.3,-0.37,-0.24,-0.36
"[147L, 195L, 238L, 269L]",0.49,MLR,0.19,0.0,-0.05,-0.02
"[57L, 73L, 110L, 178L, 193L, 199L, 245L, 251L, 256L, 259L, 344L]",4.74,MLR,0.31,-0.85,-22.22,-237.17
"[15L, 96L, 183L, 206L, 313L, 352L, 379L]",0.58,MLR,0.22,-0.13,-0.31,-0.08
"[29L, 61L, 64L, 205L, 267L, 311L]",0.51,MLR,0.25,-0.02,-0.1,0.23
"[62L, 185L, 230L, 283L]",0.69,MLR,0.09,-0.09,-0.99,-0.22
"[89L, 94L, 113L, 173L, 186L]",0.97,MLR,0.09,-1.73,0.19,-0.31
"[188L, 217L, 249L, 282L]",0.53,MLR,0.1,-0.07,-0.16,-0.15
"[22L, 116L, 190L, 268L, 289L]",0.71,MLR,0.13,-0.08,-1.13,-1.16
"[127L, 157L, 165L, 283L, 304L, 316L, 323L, 353L, 357L, 384L]",0.79,MLR,0.34,-0.47,-0.92,-0.61
"[84L, 108L, 179L, 220L, 241L, 274L, 317L, 352L]",0.67,MLR,0.14,-0.52,-0.16,-0.49
"[176L, 289L, 348L, 375L]",0.53,MLR,0.09,-0.2,0.1,-0.09
"[18L, 171L, 243L, 266L, 364L]",0.47,MLR,0.38,0.2,-0.28,0.07
"[58L, 80L, 177L, 223L, 254L, 356L]",0.47,MLR,0.24,-0.0,0.05,-0.23
"[4L, 6L, 89L, 97L, 101L, 253L, 301L, 340L, 382L]",2.11,MLR,0.33,-2.99,-4.03,-9.25
"[62L, 107L, 120L, 169L, 227L]",0.53,MLR,0.11,-0.12,-0.06,-0.15
"[3L, 18L, 106L, 116L, 171L, 201L, 240L, 259L, 317L, 337L, 366L]",0.72,MLR,0.47,-0.24,-0.93,-0.48
"[33L, 46L, 80L, 81L, 332L]",0.92,MLR,0.12,-0.97,-0.81,-1.11
"[112L, 116L, 122L, 130L, 156L, 193L, 206L, 216L, 236L, 346L]",0.52,MLR,0.32,-0.04,-0.13,0.33
"[69L, 81L, 145L, 176L, 177L, 346L, 380L]",0.51,MLR,0.37,0.15,-0.43,-0.05
"[53L, 117L, 273L, 298L, 376L]",0.55,MLR,0.09,-0.14,-0.15,-0.32
"[78L, 96L, 159L, 264L, 275L, 300L, 305L, 354L]",0.67,MLR,0.35,-0.22,-0.68,-0.53
"[97L, 162L, 167L, 177L, 246L]",0.47,MLR,0.13,-0.12,0.26,0.28
"[22L, 175L, 272L, 311L, 379L]",0.52,MLR,0.12,-0.19,0.11,-0.13
"[69L, 71L, 137L, 151L, 277L, 345L, 372L]",0.59,MLR,0.26,-0.02,-0.58,-0.24
"[17L, 34L, 105L, 125L, 202L, 294L, 348L]",0.58,MLR,0.31,0.08,-0.69,-0.23
"[71L, 184L, 209L, 216L, 272L, 308L, 341L, 377L, 382L]",0.67,MLR,0.18,-0.52,-0.2,-0.16
"[43L, 179L, 201L, 213L, 293L, 339L, 350L, 355L, 382L]",0.48,MLR,0.31,-0.03,0.07,0.16
"[46L, 58L, 165L, 186L, 333L]",0.46,MLR,0.17,-0.06,0.26,0.57
"[137L, 164L, 318L, 363L]",0.56,MLR,0.23,-0.09,-0.28,-0.03
"[20L, 29L, 55L, 71L, 191L, 224L, 288L, 375L, 383L]",0.73,MLR,0.26,-0.06,-1.29,-0.58
"[76L, 201L, 297L]",0.52,MLR,0.15,0.03,-0.26,0.03
"[127L, 188L, 199L, 229L, 260L, 272L, 290L]",0.7,MLR,0.29,-0.76,0.08,0.22
"[14L, 63L, 218L, 222L, 310L]",0.61,MLR,0.16,-0.05,-0.64,-0.45
"[52L, 103L, 109L, 119L, 162L, 181L, 215L]",0.61,MLR,0.16,-0.11,-0.54,-0.9
"[34L, 68L, 141L, 158L, 198L, 259L, 277L, 347L]",0.49,MLR,0.25,-0.06,0.07,0.06
"[25L, 112L, 209L, 344L, 362L]",0.55,MLR,0.06,-0.21,-0.02,-0.35
"[53L, 81L, 108L, 147L, 163L, 205L, 236L, 260L, 284L, 296L]",0.56,MLR,0.25,-0.38,0.23,0.13
"[28L, 125L, 162L, 326L]",0.55,MLR,0.03,-0.16,-0.11,-0.12
"[22L, 175L, 384L]",0.48,MLR,0.09,-0.04,0.11,-0.32
"[13L, 32L, 46L, 49L, 107L, 260L, 372L]",0.68,MLR,0.26,-0.48,-0.27,-0.13
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[115L, 144L, 154L, 182L, 183L, 197L]",0.88,MLR,0.27,-0.55,-1.31,-0.25
"[27L, 67L, 118L, 168L, 182L, 224L, 242L]",0.62,MLR,0.21,-0.28,-0.27,-0.39
"[43L, 167L, 253L, 267L, 334L, 338L, 354L]",0.7,MLR,0.26,-0.5,-0.36,-0.59
"[89L, 128L, 302L, 366L]",0.53,MLR,0.04,-0.19,0.07,-0.05
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[139L, 174L, 202L, 208L, 220L, 335L, 353L]",0.75,MLR,0.16,-0.27,-1.06,-0.97
"[19L, 38L, 105L, 138L, 146L, 206L, 208L, 248L, 283L]",0.61,MLR,0.33,-0.1,-0.55,-0.09
"[28L, 103L, 165L, 287L, 289L, 316L, 333L, 353L, 382L]",0.87,MLR,0.15,-0.28,-1.66,-1.65
"[92L, 131L, 154L, 170L, 227L, 262L, 293L]",9.08,MLR,0.36,-28.52,0.11,0.2
"[27L, 104L, 231L, 246L, 262L]",0.49,MLR,0.25,-0.05,0.05,-0.0
"[7L, 16L, 57L, 272L, 314L, 348L]",0.63,MLR,0.14,-0.18,-0.5,-0.43
"[4L, 107L, 257L, 262L, 263L, 310L, 311L]",0.56,MLR,0.3,-0.36,0.15,0.23
"[2L, 49L, 147L, 200L, 268L, 283L, 289L, 335L, 341L, 346L, 349L]",0.59,MLR,0.36,-0.22,-0.22,-0.12
"[50L, 95L, 123L, 169L, 202L, 209L, 225L, 226L, 248L, 276L]",0.74,MLR,0.29,-0.62,-0.43,-0.31
"[71L, 76L, 137L, 140L, 199L, 262L, 348L, 359L, 373L]",0.75,MLR,0.45,-0.86,-0.06,-0.16
"[74L, 95L, 158L, 184L, 262L, 269L, 270L, 319L, 328L]",0.74,MLR,0.45,-0.77,-0.13,-0.06
"[10L, 191L, 208L, 228L, 334L, 381L]",0.54,MLR,0.16,-0.06,-0.21,0.06
"[247L, 323L, 333L]",0.52,MLR,0.03,-0.12,-0.01,0.0
"[38L, 125L, 210L, 301L]",0.56,MLR,0.02,-0.19,-0.11,-0.16
"[186L, 232L, 239L]",0.52,MLR,0.0,-0.14,0.03,-0.0
"[0L, 133L, 152L, 219L, 222L, 232L, 330L]",0.53,MLR,0.31,0.06,-0.37,-0.02
"[154L, 251L, 277L, 319L]",4.03,MLR,0.18,-0.03,-19.63,-227.97
"[28L, 36L, 43L, 216L, 269L, 326L]",0.55,MLR,0.24,-0.01,-0.33,-0.07
"[2L, 21L, 71L, 135L, 172L, 192L, 211L, 285L, 322L, 384L]",2.73,MLR,0.18,-0.95,-10.89,-10.94
"[33L, 171L, 239L, 263L, 365L]",0.52,MLR,0.37,0.12,-0.42,0.1
"[41L, 216L, 251L]",4.64,MLR,0.1,-0.08,-22.93,-280.99
"[119L, 171L, 180L, 380L]",0.47,MLR,0.38,0.22,-0.31,0.04
"[149L, 249L, 280L, 293L, 336L, 349L, 381L]",0.59,MLR,0.09,-0.27,-0.16,-0.22
"[80L, 97L, 110L, 208L, 316L]",0.55,MLR,0.03,-0.26,0.07,-0.21
"[117L, 155L, 162L, 189L, 281L, 334L, 337L]",2.99,MLR,0.14,-7.04,-2.13,-1.05
"[31L, 162L, 268L, 287L]",0.55,MLR,0.08,-0.18,-0.08,-0.1
"[60L, 118L, 132L, 180L, 317L, 349L]",0.63,MLR,0.17,-0.28,-0.36,-0.48
"[110L, 124L, 156L, 169L, 203L, 339L, 377L]",0.47,MLR,0.23,-0.08,0.21,0.34
"[21L, 234L, 376L]",0.53,MLR,0.05,-0.11,-0.06,-0.38
"[123L, 244L, 255L, 257L, 282L, 358L, 376L]",0.41,MLR,0.31,0.07,0.27,-0.14
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.27,MLR,0.66,0.45,0.41,0.66
"[80L, 150L, 168L, 184L, 340L, 366L]",0.55,MLR,0.06,-0.38,0.29,-0.56
"[90L, 165L, 265L]",0.48,MLR,0.09,-0.06,0.1,0.19
"[162L, 166L, 199L, 207L, 328L, 346L, 355L, 368L]",1.11,MLR,0.16,-1.85,-0.4,-0.31
"[89L, 161L, 170L, 184L, 207L, 285L]",0.47,MLR,0.29,-0.03,0.13,-0.22
"[12L, 121L, 315L, 378L]",0.51,MLR,0.14,-0.04,-0.08,-0.23
"[102L, 207L, 234L]",0.52,MLR,0.03,-0.28,0.28,0.32
"[50L, 209L, 272L, 356L]",0.57,MLR,0.14,-0.05,-0.42,-0.21
"[121L, 151L, 201L, 281L, 299L, 346L]",0.69,MLR,0.15,-0.17,-0.88,-0.07
"[75L, 109L, 168L, 184L, 224L, 290L, 383L]",0.97,MLR,0.06,-1.63,0.04,-0.05
"[20L, 114L, 136L, 247L]",0.51,MLR,0.14,-0.06,-0.05,-0.35
"[189L, 207L, 229L, 246L, 314L, 325L, 349L]",0.74,MLR,0.26,-0.29,-0.96,-0.19
"[85L, 134L, 138L, 141L, 370L, 383L]",0.5,MLR,0.34,0.16,-0.37,-0.21
"[13L, 23L, 68L, 70L, 92L, 126L, 128L, 130L, 191L, 201L, 364L, 372L]",0.62,MLR,0.39,-0.31,-0.22,-0.01
"[56L, 64L, 190L, 245L, 258L, 296L, 356L, 373L]",0.6,MLR,0.23,-0.33,-0.09,-0.33
"[279L, 280L, 307L]",0.57,MLR,0.02,-0.25,-0.07,-0.02
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[293L, 305L, 344L, 366L]",0.52,MLR,0.04,-0.13,0.03,0.05
"[27L, 100L, 181L, 183L, 318L]",0.59,MLR,0.1,-0.29,-0.12,-0.48
"[139L, 310L, 347L, 370L, 382L]",0.55,MLR,0.04,-0.24,0.01,0.0
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[3L, 52L, 87L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L]",0.29,MLR,0.66,0.36,0.45,0.53
"[21L, 109L, 335L, 343L, 365L]",0.59,MLR,0.12,-0.18,-0.31,-0.4
"[15L, 68L, 136L, 151L, 157L, 203L, 209L, 214L, 217L, 302L]",0.63,MLR,0.27,-0.29,-0.34,-0.37
"[61L, 222L, 246L, 346L, 359L]",0.59,MLR,0.09,-0.15,-0.35,-0.32
"[100L, 136L, 242L, 301L, 352L]",0.48,MLR,0.16,-0.01,0.06,0.02
"[4L, 29L, 250L]",0.49,MLR,0.08,-0.08,0.09,0.09
"[73L, 102L, 105L, 144L]",0.56,MLR,0.08,-0.06,-0.33,-0.44
"[162L, 343L, 378L]",0.49,MLR,0.05,-0.1,0.14,-0.05
"[20L, 37L, 61L, 89L, 111L, 186L, 222L, 248L, 353L, 362L]",0.88,MLR,0.26,-0.85,-0.77,-0.28
"[51L, 99L, 183L, 223L, 246L, 318L]",0.57,MLR,0.13,-0.31,0.03,-0.0
"[5L, 40L, 111L, 201L, 271L, 293L, 349L]",0.67,MLR,0.24,-0.36,-0.42,-0.27
"[142L, 199L, 233L, 251L, 254L, 364L]",3.29,MLR,0.17,-0.19,-15.25,-175.33
"[8L, 43L, 112L, 264L, 275L, 281L, 305L, 367L]",0.6,MLR,0.37,-0.19,-0.36,-0.17
"[7L, 23L, 63L, 78L, 89L, 167L, 185L, 337L, 366L]",0.84,MLR,0.4,0.08,-2.14,-2.36
"[35L, 97L, 158L, 208L, 234L]",0.55,MLR,0.02,-0.24,-0.0,-0.2
"[8L, 41L, 82L, 135L]",0.52,MLR,0.12,-0.08,-0.1,-0.24
"[5L, 118L, 330L, 346L, 368L]",0.73,MLR,0.14,-0.08,-1.26,-0.94
"[73L, 161L, 173L, 232L, 241L]",0.46,MLR,0.14,-0.11,0.3,-0.47
"[170L, 303L, 319L, 324L, 363L]",0.5,MLR,0.31,-0.01,-0.05,-0.15
"[31L, 59L, 64L, 66L, 69L, 71L, 147L, 211L, 253L, 262L, 315L]",0.97,MLR,0.55,0.11,-2.92,-4.65
"[183L, 187L, 192L]",0.5,MLR,0.19,0.01,-0.1,0.2
"[24L, 84L, 159L, 161L, 164L, 382L]",0.53,MLR,0.27,-0.14,-0.05,-0.13
"[3L, 114L, 211L, 244L, 275L, 357L, 371L, 374L]",0.54,MLR,0.13,-0.2,0.04,-0.55
"[33L, 97L, 263L, 311L]",0.63,MLR,0.11,-0.18,-0.5,-0.68
"[7L, 15L, 50L, 56L, 66L, 77L, 142L, 327L, 362L]",0.9,MLR,0.06,-0.4,-1.67,-1.98
"[80L, 173L, 197L, 306L, 365L, 367L, 383L]",0.48,MLR,0.17,-0.16,0.3,-0.48
"[16L, 40L, 181L, 200L, 278L, 304L, 309L, 322L]",0.82,MLR,0.28,0.01,-1.9,-1.65
"[198L, 273L, 335L, 374L]",0.56,MLR,0.22,0.03,-0.48,-0.56
"[17L, 26L, 50L, 109L, 199L, 264L, 294L]",0.79,MLR,0.42,-0.51,-0.87,-1.47
"[32L, 65L, 69L, 276L, 287L, 330L]",0.63,MLR,0.23,-0.01,-0.78,-0.3
"[120L, 145L, 154L, 159L, 199L, 322L]",0.59,MLR,0.12,-0.21,-0.22,-0.09
"[31L, 49L, 59L, 69L, 107L, 138L, 159L, 203L, 225L, 285L, 380L]",4.17,MLR,0.17,-0.54,-19.57,-23.87
"[7L, 19L, 117L, 168L, 190L, 318L, 375L, 382L]",0.72,MLR,0.17,-0.45,-0.55,-0.74
"[15L, 103L, 212L, 275L]",0.62,MLR,0.11,-0.1,-0.62,-0.18
"[60L, 223L, 371L]",0.52,MLR,0.04,-0.18,0.08,-0.05
"[51L, 173L, 196L, 357L]",0.55,MLR,0.11,-0.1,-0.2,-1.21
"[0L, 29L, 76L, 92L, 226L]",0.64,MLR,0.04,-0.49,-0.06,-0.01
"[111L, 121L, 249L, 321L, 330L, 338L]",0.65,MLR,0.21,-0.16,-0.67,-0.94
"[278L, 355L, 362L]",0.58,MLR,0.18,0.03,-0.62,-0.77
"[50L, 86L, 124L, 200L, 236L]",0.72,MLR,0.13,-0.14,-1.06,-0.98
"[37L, 64L, 103L, 172L, 202L, 271L, 315L]",0.53,MLR,0.33,-0.02,-0.22,-0.15
"[134L, 219L, 221L, 244L, 250L, 312L]",0.51,MLR,0.22,-0.02,-0.13,0.01
"[126L, 188L, 276L, 304L, 306L]",0.5,MLR,0.14,-0.1,0.05,-0.23
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[20L, 125L, 127L, 136L, 311L, 369L, 379L]",0.43,MLR,0.21,-0.06,0.38,0.33
"[233L, 246L, 280L, 282L, 296L]",0.55,MLR,0.03,-0.19,-0.07,-0.04
"[215L, 234L, 251L, 264L]",2.05,MLR,0.28,0.15,-8.97,-91.94
"[20L, 83L, 158L, 247L, 289L, 360L, 366L]",0.57,MLR,0.13,-0.25,-0.07,-0.28
"[69L, 137L, 151L, 160L, 180L, 245L, 255L, 273L, 316L, 348L, 381L]",0.67,MLR,0.3,-0.07,-0.94,-0.37
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[27L, 161L, 174L, 229L, 248L, 287L, 299L, 331L]",0.59,MLR,0.3,-0.12,-0.4,-0.23
"[160L, 286L, 325L, 346L, 367L, 377L]",0.5,MLR,0.2,-0.0,-0.08,-0.15
"[1L, 23L, 29L, 172L, 180L, 204L, 211L, 318L, 338L]",0.56,MLR,0.29,-0.16,-0.17,0.19
"[25L, 34L, 84L, 101L, 128L, 176L, 304L, 339L, 379L, 384L]",0.61,MLR,0.44,-0.04,-0.67,-2.87
"[54L, 210L, 273L, 329L, 332L, 363L]",1.12,MLR,0.11,-1.77,-0.58,-0.59
"[108L, 114L, 129L, 165L, 201L, 207L, 281L, 285L]",4.69,MLR,0.26,-0.22,-22.98,-25.73
"[17L, 68L, 90L, 111L, 113L, 164L, 183L, 314L, 329L, 336L, 337L, 342L]",0.62,MLR,0.48,0.15,-1.0,-2.56
"[137L, 276L, 325L, 341L]",0.52,MLR,0.19,-0.03,-0.18,-0.19
"[60L, 73L, 108L, 200L, 230L, 309L, 335L, 352L, 378L]",0.7,MLR,0.17,-0.21,-0.88,-0.75
"[8L, 184L, 193L, 215L, 307L, 359L, 382L]",0.63,MLR,0.13,-0.18,-0.49,-0.53
"[150L, 174L, 216L, 224L, 311L]",0.56,MLR,0.09,-0.21,-0.09,-0.61
"[40L, 137L, 210L, 262L, 292L]",0.69,MLR,0.29,-0.27,-0.68,-0.77
"[22L, 173L, 212L, 264L, 297L, 339L, 376L, 383L]",0.67,MLR,0.37,-0.13,-0.82,-0.69
"[157L, 161L, 267L, 312L, 346L]",0.47,MLR,0.2,-0.0,0.06,0.32
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L]",0.28,MLR,0.66,0.43,0.42,0.66
"[70L, 96L, 117L, 161L, 177L, 312L, 363L]",0.57,MLR,0.09,-0.24,-0.08,-0.0
"[44L, 51L, 98L, 160L, 172L, 270L, 292L]",0.62,MLR,0.16,-0.2,-0.43,-0.38
"[73L, 238L, 324L, 335L]",0.64,MLR,0.14,-0.07,-0.74,-0.81
"[11L, 162L, 214L, 353L, 384L]",0.81,MLR,0.11,-0.14,-1.58,-1.32
"[15L, 19L, 33L, 42L, 80L, 196L, 202L, 288L, 339L, 356L, 377L]",0.56,MLR,0.41,0.07,-0.57,-0.36
"[6L, 51L, 246L, 370L]",0.73,MLR,0.12,-0.09,-1.23,-1.49
"[122L, 130L, 154L, 165L, 216L, 249L, 261L, 316L, 344L, 361L]",0.68,MLR,0.29,-0.2,-0.76,-0.67
"[11L, 33L, 88L, 164L, 182L, 232L, 305L, 340L]",0.72,MLR,0.4,-0.29,-0.82,-0.94
"[3L, 184L, 212L, 327L, 371L]",0.72,MLR,0.21,-0.63,-0.26,-0.1
"[2L, 25L, 30L, 41L, 59L, 218L, 274L, 372L]",0.54,MLR,0.2,-0.16,-0.04,-0.17
"[52L, 64L, 95L, 143L, 227L, 260L, 301L, 309L, 355L]",0.59,MLR,0.41,-0.2,-0.25,-0.06
"[78L, 131L, 252L, 354L]",0.73,MLR,0.18,-0.23,-0.98,-1.23
"[95L, 183L, 206L, 380L]",0.53,MLR,0.04,-0.16,0.02,0.02
"[27L, 41L, 98L, 106L, 124L, 199L, 245L]",0.75,MLR,0.09,-0.8,-0.17,-0.14
"[51L, 66L, 98L, 192L, 289L, 358L]",0.81,MLR,0.18,-0.08,-1.7,-1.58
"[20L, 44L, 140L, 343L, 375L]",0.56,MLR,0.05,-0.2,-0.12,-0.32
"[21L, 221L, 243L, 308L, 348L, 380L]",0.52,MLR,0.12,-0.13,-0.01,-0.15
"[31L, 58L, 151L, 185L, 192L, 294L]",0.6,MLR,0.05,-0.25,-0.26,-0.2
"[26L, 79L, 147L, 162L, 168L, 214L, 220L, 225L, 228L, 313L]",1.57,MLR,0.12,-3.64,0.06,-0.51
"[27L, 119L, 146L, 194L, 320L, 335L]",0.69,MLR,0.08,-0.27,-0.69,-0.6
"[132L, 194L, 197L, 203L, 255L]",0.53,MLR,0.12,-0.1,-0.08,-0.16
"[188L, 224L, 298L]",0.54,MLR,0.02,-0.14,-0.09,-0.01
"[33L, 67L, 223L, 290L]",0.54,MLR,0.11,-0.06,-0.22,-0.25
"[5L, 7L, 16L, 123L, 210L, 253L]",0.96,MLR,0.11,-0.64,-1.56,-0.86
"[38L, 98L, 168L, 248L, 362L, 364L]",0.55,MLR,0.24,-0.14,-0.14,-0.53
"[1L, 12L, 101L, 126L, 232L, 362L]",0.71,MLR,0.09,-0.59,-0.25,-0.32
"[126L, 215L, 275L]",0.53,MLR,0.09,-0.08,-0.11,-0.31
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[116L, 138L, 206L, 317L, 377L]",0.53,MLR,0.2,-0.01,-0.28,-0.2
"[18L, 44L, 174L, 256L]",0.48,MLR,0.17,-0.0,0.02,-0.32
"[151L, 280L, 299L]",0.55,MLR,0.06,-0.09,-0.25,-0.07
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[216L, 308L, 379L]",0.5,MLR,0.15,-0.01,-0.1,-0.44
"[80L, 96L, 224L, 249L, 323L, 345L, 360L]",0.59,MLR,0.15,-0.25,-0.18,-0.35
"[12L, 65L, 91L, 151L, 161L, 183L, 210L, 218L, 311L]",0.88,MLR,0.12,-1.11,-0.38,-0.33
"[59L, 74L, 167L, 220L, 235L, 241L, 288L, 306L]",0.48,MLR,0.4,0.17,-0.26,0.29
"[56L, 105L, 139L, 240L, 346L]",0.56,MLR,0.09,-0.12,-0.23,-0.35
"[16L, 19L, 179L, 261L, 284L, 315L, 380L]",0.45,MLR,0.32,0.11,0.0,0.37
"[18L, 22L, 103L, 172L, 229L]",0.56,MLR,0.25,0.07,-0.55,-0.47
"[2L, 3L, 48L, 59L, 267L, 279L, 286L, 364L, 384L]",0.56,MLR,0.32,-0.0,-0.44,-0.11
"[100L, 144L, 209L, 224L, 249L, 251L]",2.81,MLR,0.16,-0.18,-12.62,-144.67
"[19L, 40L, 274L, 284L, 339L, 352L]",0.62,MLR,0.25,0.03,-0.81,-0.56
"[40L, 58L, 213L, 215L, 270L]",0.6,MLR,0.17,-0.1,-0.47,-0.72
"[38L, 77L, 80L, 98L, 107L, 372L]",0.53,MLR,0.13,-0.14,-0.02,-0.06
"[72L, 228L, 356L]",0.51,MLR,0.13,-0.02,-0.13,-0.37
"[28L, 124L, 229L, 241L, 251L]",3.55,MLR,0.11,-0.32,-16.49,-197.47
"[134L, 210L, 224L, 251L, 278L, 313L]",1.18,MLR,0.15,-0.14,-3.63,-31.2
"[5L, 13L, 41L, 175L, 188L, 236L, 278L, 370L]",0.45,MLR,0.37,0.04,0.14,0.09
"[25L, 141L, 215L, 380L]",0.49,MLR,0.17,0.01,-0.06,0.07
"[20L, 38L, 42L, 176L, 213L, 344L]",0.59,MLR,0.11,-0.16,-0.31,-0.59
"[29L, 72L, 81L, 92L, 154L, 253L, 276L, 345L, 360L]",1.04,MLR,0.31,-0.99,-1.41,-2.99
"[86L, 87L, 143L, 149L, 180L, 305L]",0.76,MLR,0.11,-0.2,-1.19,-1.17
"[80L, 153L, 201L, 208L, 238L, 338L, 353L]",0.62,MLR,0.16,-0.17,-0.49,-0.45
"[84L, 108L, 132L, 227L, 322L, 382L]",0.59,MLR,0.18,-0.06,-0.48,-0.5
"[224L, 256L, 308L]",0.51,MLR,0.11,-0.07,-0.01,-0.42
"[21L, 132L, 186L, 197L, 209L, 276L, 306L]",0.65,MLR,0.15,-0.48,-0.14,-0.68
"[4L, 51L, 94L, 185L, 270L, 329L]",0.69,MLR,0.2,-0.37,-0.54,-0.88
"[48L, 70L, 133L, 282L, 323L, 371L]",0.55,MLR,0.14,-0.08,-0.22,-0.33
"[22L, 76L, 85L, 95L, 281L, 310L, 316L]",0.84,MLR,0.13,-0.33,-1.43,-0.52
"[28L, 154L, 228L, 267L]",0.49,MLR,0.29,0.11,-0.22,0.32
"[7L, 232L, 304L, 319L]",0.68,MLR,0.04,-0.16,-0.82,-0.9
"[3L, 123L, 223L, 265L, 276L, 289L]",0.54,MLR,0.1,-0.2,0.01,-0.19
"[46L, 162L, 212L, 259L, 294L, 335L]",0.69,MLR,0.1,-0.31,-0.66,-0.75
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.27,MLR,0.66,0.45,0.41,0.66
"[46L, 89L, 258L, 361L]",0.56,MLR,0.04,-0.19,-0.11,-0.23
"[124L, 197L, 269L, 358L]",0.48,MLR,0.16,-0.03,0.1,0.33
"[15L, 84L, 93L, 262L, 319L, 343L, 382L]",0.53,MLR,0.34,0.01,-0.27,0.15
"[29L, 42L, 107L, 203L]",0.53,MLR,0.08,-0.12,-0.06,-0.2
"[19L, 21L, 69L, 236L]",0.62,MLR,0.26,0.11,-0.96,-0.65
"[58L, 86L, 216L, 297L, 332L]",0.74,MLR,0.06,-0.25,-1.01,-1.19
"[8L, 14L, 70L, 101L, 250L, 382L]",0.94,MLR,0.11,-0.3,-2.04,-1.51
"[168L, 180L, 215L]",0.54,MLR,0.04,-0.17,-0.03,-0.3
"[139L, 180L, 246L, 310L]",0.56,MLR,0.04,-0.18,-0.13,-0.06
"[43L, 111L, 126L, 132L, 178L, 184L, 189L, 192L, 230L, 277L, 282L, 375L]",3.03,MLR,0.56,-7.06,-2.3,-1.76
"[79L, 131L, 292L]",0.54,MLR,0.04,-0.12,-0.11,-0.23
"[80L, 148L, 169L]",0.5,MLR,0.1,-0.07,-0.0,-0.31
"[34L, 101L, 176L, 232L, 262L, 301L, 360L]",0.97,MLR,0.45,-0.9,-1.18,-1.26
"[29L, 45L, 175L, 231L, 259L, 285L, 288L, 376L]",6.95,MLR,0.32,-0.02,-35.88,-45.54
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 239L, 286L, 384L]",0.27,MLR,0.67,0.43,0.45,0.6
"[112L, 114L, 295L, 325L, 334L]",0.74,MLR,0.06,-0.8,-0.08,-0.24
"[8L, 31L, 32L, 38L, 51L, 86L, 119L, 203L, 208L, 239L, 276L, 297L, 301L, 317L, 333L, 379L]",1.59,MLR,0.45,-2.45,-2.06,-1.94
"[91L, 130L, 146L, 169L, 170L, 231L, 245L]",0.46,MLR,0.31,-0.02,0.15,0.16
"[12L, 51L, 64L, 81L, 95L, 330L]",0.52,MLR,0.18,-0.15,0.03,0.01
